ID,FONTE,NOME,COLETADOR,LOCATION,PAIS,ESTADO,CIDADE,LATITUDE,LONGITUDE,ANO_COLETA,MES_COLETA,DIA_COLETA
31,specieslink,"Dicliptera ciliaris Willd. ex Nees","Rita Pereira- et al.- et al.","ca. 15km de Salgueiro em direção à Serrita.",Brasil,Pernambuco,Salgueiro,-8.07417011260986,-39.1192016601562,2003,07,28
32,specieslink,"Dicliptera ciliaris Juss.","Araújo, F.S.","Planalto da Ibiapaba",Brasil,Ceará,"Novo Oriente",-5.53444004058838,-40.7742004394531,1997,02,20
33,specieslink,"Dicliptera ciliaris Willd. ex Nees","Gallindo, F.- Barreto, R.- Rita Pereira- Bocage, A.- Barreto, R.- Rita Pereira- Bocage, A.","estrada para Pontas de Pedra, próximo à entrada para Tijucupapo e Carne de Vaca.",Brasil,Pernambuco,Goiana,-7.56056022644043,-35.002498626709,2003,07,28
34,specieslink,"Dicliptera ciliaris Juss.","Souza, E.B.","Taperuaba Unidade de Conservação Refúgio de Vida Silvestre Pedra da Andorinha (REVIS).",,Ceará,Sobral,-4.064167,-39.9975,2018,04,
35,specieslink,"Dicliptera ciliaris",,,BRAZIL,,,-10.8339,-52.8731,,,
36,specieslink,"Dicliptera ciliaris Juss.","Coelho, M. .M.- Figueiredo, R.- Souza, D. .P.","Fazenda Experimental - UNIVASF, Área prioritária para a conservação da caatinga( área 33, muito alta importância biológica). Savana-estépica arborizada, solo predominantemente planossolo nátrico, vegetacão ciliar na margem do Riacho das Porteiras.",Brasil,Pernambuco,Petrolina,-9.330797,-40.548733,,,
37,specieslink,"Dicliptera ciliaris Juss.","Lima-Verde, L.W.","Flona do Araripe.",Brasil,Ceará,Crato,-7.23416996002197,-39.4094009399414,2000,05,08
38,specieslink,"Dicliptera ciliaris Juss.","Silva, M.L.","Estação Ecológica do Seridó, Solo arenoso",Brasil,"Rio Grande do Norte","Serra Negra do Norte",-6.597778,-37.248889,2011,08,09
39,specieslink,"Dicliptera ciliaris Juss.","Mamede, M.","EMBRAPA Caprinos., Solo bruno não cálcico.",Brasil,Ceará,Sobral,-3.7,-40.35,2002,12,
40,specieslink,"Dicliptera ciliaris Juss.","Castro, A.S.F.","Chapada do Apodi, À sombra de juazeiro",Brasil,Ceará,"Tabuleiro do Norte",-5.24666976928711,-38.1305999755859,1999,07,12
41,specieslink,"Dicliptera ciliaris Juss.","Lima-Verde, L.W.","Chapada do Apodi, Faz. Mato Alto (Manga Grande). Grupo Apodí - Calcário, Cambisol. Datum Córrego Alegre.",Brasil,Ceará,Quixeré,-5.219444,-37.787917,1997,09,
42,specieslink,"Dicliptera ciliaris Juss.","L. F. Silva- E. Rodrigues","Parque Ecológico de Serra Negra",Brasil,Pernambuco,Bezerros,-8.2,-35.816667,2003,07,28
43,specieslink,"Dicliptera ciliaris Juss.","Gardner, G.",,Brazil,,,-10.77305556,-53.08972222,1993,01,01
44,specieslink,"Dicliptera ciliaris Juss.","Barros, E.O.","Estação Ecológca de Aiuaba, Catingueira. Filito quartzito- calcário, solo litólico argiloso. Datum Córrego Alegre.",Brasil,Ceará,Aiuaba,-6.5,-40,1997,09,
45,specieslink,"Dicliptera ciliaris Juss.","Mamede, M.","Campus do Pici, Solo bruno não cálcico.",Brasil,Ceará,Fortaleza,-3.71722006797791,-38.543098449707,2003,01,14
46,specieslink,"Dicliptera ciliaris Juss.","Fernandes, A.","Sítio S. Antônio dos Fernandes",Brasil,Ceará,Meruoca,-3.54167008399963,-40.4550018310547,1997,11,19
47,specieslink,"Dicliptera ciliaris Juss.","G. M. Souza","Reserva EcolÃ³gica Municipal da Prefeitura de Bonito Solo areno argiloso.",Brasil,Pernambuco,Bonito,-8.4706,-35.7283,,,
48,specieslink,"Dicliptera ciliaris Juss.","Lima-Verde, L.W.","Chapada do Apodi, Faz. Mato Alto (Manga Grande). Grupo Apodí - Calcário, Cambisol",Brasil,Ceará,Quixeré,-5,-30,1997,09,
49,specieslink,"Dicliptera ciliaris Juss.","Chagas-Mota- A.I.L.Pinheiro","Serra do Ouro.",Brasil,Alagoas,Murici,-9.30667018890381,-35.9432983398438,2009,04,17
50,specieslink,"Dicliptera ciliaris Juss.","Sobrinho, M.S.","RPPN Serra das Almas.",Brasil,Ceará,Crateús,-5.083333,-40.85,2002,03,
51,specieslink,"Dicliptera ciliaris Juss.","Fernandes, A.","Chapada da ibiapaba.",Brasil,Ceará,Ubajara,-3.85443997383118,-40.9211006164551,1997,11,19
52,specieslink,"Dicliptera ciliaris Juss.","Nunes, E.","Fazenda Pau Preto",Brasil,Ceará,Parambu,-6.21111011505127,-40.6944007873535,2003,07,22
53,specieslink,"Dicliptera ciliaris Juss.","Melo, L.M.R.","Chapada do Apodi, Faz. Mato Alto, Manga do Mamoeiro. Datum Córrego Alegre.",Brasil,Ceará,Quixeré,-5.166667,-37,1997,09,
54,specieslink,"Dicliptera ciliaris Juss.","Batista, W.","congl. 84-P36, sub. 1, árv. 2RN.&nf-Área montanhosa e com muitas pedras. Espécie muito ocorrente em clareira.",Brasil,Ceará,Guaiúba,-4.072514,-38.722486,2014,09,29
55,specieslink,"Dicliptera ciliaris Juss.","Chagas-Mota- A.I.L.Pinheiro","Serra do Ouro.",Brasil,Alagoas,Murici,-9.30667018890381,-35.9432983398438,2009,04,17
56,specieslink,"Dicliptera ciliaris Juss.","Gardner, G.",,Brazil,,,-10.77305556,-53.08972222,1993,01,01
57,specieslink,"Dicliptera ciliaris Juss.","Costa, R.C.","RPPN Serra das Almas, Grajaú",Brasil,Ceará,Crateús,-5.1783299446106,-40.6775016784668,2004,06,
58,specieslink,"Dicliptera ciliaris Willd. ex Nees","Lemos, J.R.- Matias, P.- Matias, P.","Estação Ecológica de Aiuaba",Brasil,Ceará,Aiuaba,-6.600278,-40.321944,2004,08,15
59,specieslink,"Dicliptera ciliaris Juss.","Loiola, M.I.B.","Estação Ecológica de Aiuaba, Poço da Roça, próximo à barragem.",Brasil,Ceará,Aiuaba,-6.616667,-40.166667,1997,01,15
60,specieslink,"Dicliptera ciliaris Juss.","Loiola, M.I.B.","distrito Rajada, margem direita da estrada(sentido",Brasil,Ceará,Itapipoca,-3.543611,-39.478056,2014,06,30
61,specieslink,"Dicliptera ciliaris Juss.","Linhares, K.M.E.","Grajaú, Serra das Almas",Brasil,Ceará,Crateús,-5.1783299446106,-40.6775016784668,,,
62,specieslink,"Dicliptera ciliaris Juss.","Gomes, R.C.","Bacia hidrográfica do riacho Carrapateiras - Tecel, Solo vertissolo- xisto / quartzito",Brasil,Ceará,Tauá,-5.403611,-40.064722,2013,09,09
63,specieslink,"Dicliptera ciliaris Willd. ex Nees","Lima, V.C.- Andrade-Lima- Zoé Brito- Andrade-Lima- Zoé Brito","na subida da Serra Negra à beira do caminho.",Brasil,Pernambuco,Inajá,-8.7,-38.033333,2003,07,28
64,specieslink,"Dicliptera ciliaris Juss.","Lima-Verde, L.W.","entorno da cidade, Faz. Santa Luzia",Brasil,Ceará,Quixadá,-4.97138977050781,-39.0153007507324,2000,06,01
65,specieslink,"Dicliptera ciliaris Juss.","Bezerra, P.","Sítio São Bento, Serra da Aratanha, à margem de um regato.",Brasil,Ceará,Maranguape,-3.89083003997803,-38.6856002807617,2011,08,09
66,specieslink,"Dicliptera ciliaris Juss.","I. M. Andrade- A. B. Marcon- E. H. Rodrigues- M. C. Tschá","Distrito de Murici, Brejo dos Cavalos",Brasil,Pernambuco,Caruaru,-8.31,-36,1997,07,01
67,specieslink,"Dicliptera ciliaris Juss.","Fernandes, A.","estrada Novo Oriente-São Miguel do Tapuio, Serra d",Brasil,Ceará,"Novo Oriente",-5.53444004058838,-40.7742004394531,1997,11,19
68,specieslink,"Dicliptera ciliaris Juss.","Fernandes, A.","Lagoa de Dentro",Brasil,Paraíba,"Campina Grande",-7.23055982589722,-35.8810997009277,2003,07,22
69,specieslink,"Dicliptera ciliaris Juss.","M. Sales- M. Tschá- Z. Travassos","Brejo dos Cavalos, Fazenda Caruaru",Brasil,Pernambuco,Caruaru,-8.31,-36,1997,11,13
70,specieslink,"Dicliptera ciliaris Juss.","Figueiredo, M.A.","Serra de Martins",Brasil,"Rio Grande do Norte",Martins,-6.0877799987793,-37.9110984802246,1997,11,19
71,specieslink,"Dicliptera ciliaris Juss.","Fernandes, A.","Sítio Pedra d'água, Quebrada da serra.",Brasil,Ceará,Capistrano,-4.46999979019165,-38.9014015197754,2011,08,09
72,specieslink,"Dicliptera ciliaris Juss.","Black, G.A.","Fazenda Normal",Brasil,Ceará,Quixadá,-4.97138977050781,-39.0153007507324,2009,02,18
73,specieslink,"Dicliptera ciliaris Juss.","Blanchet, J. S.",,Brazil,Bahia,,-12.18305556,-41.99722222,2008,01,01
74,specieslink,"Dicliptera ciliaris Juss.","Lima-Verde, L.W.","Fazenda Intan de Cima, Serra do Pajé.",Brasil,Ceará,"Santa Quitéria",-4.33194017410278,-40.1567001342773,1997,09,
75,specieslink,"Dicliptera ciliaris Juss.","Lima-Verde, L.W.","Pico Alto., Estrada linha da serra.",Brasil,Ceará,Guaramiranga,-4.209472,-38.974361,,,
76,specieslink,"Dicliptera ciliaris Juss.","Loiola, M.I.B.","barragem Lima Brandão, em frente ao memorial D.C.Prado.",Brasil,Ceará,Granja,-3,-40,2014,07,19
77,specieslink,"Dicliptera ciliaris Juss.","Coelho, M. .M.- Figueiredo, R.- Souza, D. .P.","Fazenda Experimental - UNIVASF, Área prioritária para a conservação da caatinga( área 33, muito alta importância biológica). Savana-estépica arborizada, solo predominantemente planossolo nátrico, vegetacão ciliar na margem do Riacho das Porteiras.",Brasil,Pernambuco,Petrolina,-9.330797,-40.548733,,,
78,specieslink,"Dicliptera ciliaris Juss.","Oliveira, M.R.L.","Serra de Baturité, Morro Redondo, solo podzólico",Brasil,Ceará,Guaramiranga,-4.26332998275757,-38.9331016540527,1997,11,19
79,specieslink,"Dicliptera ciliaris Juss.","A. C. Souza- R. Sales- R. G. Oliveira- S. S. Lira","Reserva Ecológica da Mata de Dois Irmãos",Brasil,Pernambuco,Recife,-8.05389022827148,-34.8810997009277,,,
80,specieslink,"Dicliptera ciliaris Juss.","Loiola, M.I.B.","Estação Ecológca de Aiuaba, Poço da Roça (próximo à barragem). Datum: WGS 84",Brasil,Ceará,Aiuaba,-6.616667,-40.166667,1997,01,15
81,specieslink,"Dicliptera ciliaris Juss.","Lima-Verde, L.W.","Sítio Salva Vidas, Lixão, Sotavento.",Brasil,Ceará,Guaramiranga,-4.254444,-38.992083,2008,08,30
82,specieslink,"Dicliptera ciliaris Juss.","Mamede, M.","EMBRAPA Caprinos., Solo bruno não cálcico.",Brasil,Ceará,Sobral,-3.7,-40.35,2002,12,
83,specieslink,"Dicliptera ciliaris Juss.","A. C. Souza- R. Sales- R. G. Oliveira- S. S. Lira","Reserva Ecológica da Mata de Dois Irmãos",Brasil,Pernambuco,Recife,-8.05389022827148,-34.8810997009277,,,
84,specieslink,"Dicliptera ciliaris Juss.","Lemos, J.R.","Estação Ecológica de Aiuaba.",Brasil,Ceará,Aiuaba,-6.6,-40.116667,2004,08,15
85,specieslink,"Dicliptera ciliaris Juss.",Chagas-Mota,"Ladeira do Lindóia.",Brasil,Alagoas,Satuba,-9.56332969665527,-35.8244018554688,2009,10,17
86,specieslink,"Dicliptera ciliaris Juss.","G. M. Souza- E. I. Silva- I. Andrade- M. R. C. Sales de Melo","Reserva Ecológica Municipal da Prefeitura de Bonito",Brasil,Pernambuco,Bonito,-8.47027969360352,-35.7285995483398,1997,07,01
87,specieslink,"Dicliptera ciliaris Juss.","F. M. O. Villarouco- M. C. Tschá- L. B. Oliveira","Murici, Brejo dos Cavalos",Brasil,Pernambuco,Caruaru,-8.31,-36,1997,07,01
88,specieslink,"Dicliptera ciliaris Juss.","J. S. Blanchet","Igreja Velha",Brasil,Bahia,Jacobina,-11.1808,-40.5181,,,
89,specieslink,"Dicliptera ciliaris Juss.","Castro, A.S.F.",,Brasil,Ceará,Quixadá,-4.97138977050781,-39.0153007507324,2002,03,22
90,specieslink,"Dicliptera ciliaris Juss.","Lima-Verde, L.W.","Chapada do Apodi, Faz. Mato Alto. Datum: WGS 84",Brasil,Ceará,Quixeré,-5.183333,-37.816667,1997,01,15
91,specieslink,"Dicliptera ciliaris Juss.","V. V. Henrique","Bonito, Reserva EcolÃ³gica Municipal da Prefeitura de Bonito Solo areno argiloso.",Brasil,Pernambuco,Bonito,-8.4706,-35.7283,,,
92,specieslink,"Dicliptera ciliaris Juss.","G. Gardner","In Brasilia prope Pernambuco.",Brasil,Pernambuco,,,,,,
93,specieslink,"Dicliptera ciliaris Juss.","G. Gardner","In Brasilia prope Pernambuco.",Brasil,Pernambuco,,,,,,
94,specieslink,"Dicliptera ciliaris Juss.","Lima-Verde, L.W.","Flona do Araripe.",Brasil,Ceará,Crato,-7.23416996002197,-39.4094009399414,2000,06,
95,specieslink,"Dicliptera ciliaris Juss.","Aragão, VMA- Souza, EB","""Brasil, Nordeste, Ceará, Ubajara, mata úmida. 03°48#?#01,7#?##?#S / 40°54#?#22,7#?##?# W, 896 m.""",Brasil,Ceará,Ubajara,-3.85443997383118,-40.9211006164551,2010,02,01
96,specieslink,"Dicliptera ciliaris Juss.","M.M. Coelho","Fazenda Experimental UNIVASF - Parcela 01 - Riacho das Porteiras",Brasil,Pernambuco,Petrolina,-9.32059722222222,-40.5411527777778,2008,12,04
97,specieslink,"Dicliptera ciliaris Willd. ex Nees","Laine, B.- Cortez, J.- Cortez, J.","Fazenda Tamanduá, áreas em regeneração.",Brasil,Paraíba,"Santa Teresinha",-7.03888988494873,-37.4453010559082,2009,08,
98,specieslink,"Dicliptera ciliaris Juss.","Aragão, V.M.A.",,Brasil,Ceará,Ubajara,-3.800556,-40.906389,2009,02,
99,specieslink,"Dicliptera ciliaris Juss.","Bezerra, P.","Sítio Germinal, Serra de Baturité (quebradas).",Brasil,Ceará,Pacoti,-4.22499990463257,-38.9233016967773,2011,08,09
100,specieslink,"Dicliptera ciliaris Juss.","M. C. Tschá- M. F. Sales- Z. Travassos","Brejo dos Cavalos, Fazenda Caruaru",Brasil,Pernambuco,Caruaru,-8.31,-36,1997,11,13
101,specieslink,"Dicliptera ciliaris Juss.","V. V. Henrique- F. Villarouco- E. Menezes- S. S. Lira- E. Rodrigues- M. B. C. Costa e Silva","Reserva Ecológica Municipal da Prefeitura de Bonito",Brasil,Pernambuco,Bonito,-8.47027969360352,-35.7285995483398,1997,07,01
102,specieslink,"Dyschoriste maranhonis (Nees) Kuntze",M.S.Leite,"Engenho Curtume",Brasil,Pernambuco,Maraial,-8.801389,-35.838889,2006,10,13
103,specieslink,"Dyschoriste maranhonis (Ness) Lindau","Rambo, B.",Cachoeirinha,Brasil,RS,Gravataí,-29.9444007873535,-50.9919013977051,,,
104,specieslink,"Dyschoriste maranhonis","F. Sellow",,BRAZIL,,,-10.8339,-52.8731,,,
105,specieslink,"Dyschoriste maranhonis (Nees) Kuntze","G. G. Hatschbach","Milagres, arredores",Brasil,Bahia,Milagres,-12.87,-39.8589,,,
106,specieslink,"Dyschoriste maranhonis Kuntze","Hatschbach, G- Guimarães, O","Rodovia BA-046",Brazil,Bahia,Milagres,-12.8699998855591,-39.8588981628418,1983,,
107,specieslink,"Dyschoriste maranhonis (Nees) Kuntze","Loefgren, A","Campo Capivary",Brasil,"São Paulo",Paranapanema,-23.3799991607666,-48.7200012207031,2006,03,17
108,specieslink,"Dyschoriste maranhonis Kuntze","Leite, M.S.","Engenho Curtume, Rio Pirangi, área de inundação próxima a nascente do bananal. Formação Ribeirinha Típica.",Brasil,Pernambuco,Maraial,-8.801389,-35.838889,2006,10,13
109,specieslink,"Dyschoriste maranhonis (Ness) Lindau","Rambo, B.","Fazenda do Arroio",Brasil,RS,Osório,-29.8866996765137,-50.2696990966797,1958,09,17
110,specieslink,"Dyschoriste maranhonis (Nees) Lindau","A. Heidler SJ",,Brasil,RS,"Santa Maria",-29.6842002868652,-53.8069000244141,,,
111,specieslink,"Dyschoriste maranhonis (Ness) Lindau","Rambo, B.","ad fl. Uruguay",Brasil,RS,Nonoai,-27.3617000579834,-52.7714004516602,,,
112,specieslink,"Dyschoriste maranhonis (Nees) Kuntze","Hatschbach, G.","Arredores de Milagres.",Brasil,Bahia,Milagres,-12.8699998855591,-39.8588981628418,,,
113,specieslink,"Dyschoriste maranhonis (Nees)O. Ktz.","G. Hatschbach","Arredores da cidade.",Brasil,Bahia,milagres,-12.87,-39.8589,,,
114,specieslink,"Hygrophila costata Ness.","Durlo, M. A.",Ressaca,Brasil,"Rio Grande do Sul",Sobradinho,-29.4214,-53.0286,2016,02,02
115,specieslink,"Hygrophila costata Nees","Hatschbach, G- Ribas, OS- Barbosa, E","Rio Iratim",Brazil,Paraná,"Inácio Martins",-25.5711002349854,-51.0788993835449,1998,,
116,specieslink,"Hygrophila costata Nees","Schweiger, E",Caracol,Brasil,RS,Gramado,-29.3785991668701,-50.8739013671875,2014,08,
117,specieslink,"Hygrophila costata Nees","Pinheiro, P.M.","Chapada da Borborema-Serra das Russas.",Brasil,Pernambuco,"Chã Grande",-8.23832988739014,-35.4617004394531,,,
118,specieslink,"Hygrophila costata","Lorenzi, H.",,Brasil,"Rio Grande do Sul","Pantano Grande",-30.1914,-52.3736,2003,03,11
119,specieslink,"Hygrophila costata Nees","Blanchet, JS",Bahiae,Brazil,Bahia,,,,,,
120,specieslink,"Hygrophila costata Nees","Glaziou, A.",,Brasil,,,,,,,
121,specieslink,"Hygrophila costata Nees","Mauhs, J.","Parque Municipal Henrique L. Roessler",Brasil,RS,"Novo Hamburgo",-29.6783008575439,-51.1305999755859,2014,08,
122,specieslink,"Hygrophila costata Nees","Irgang, BE- Brack, P",,Brasil,RS,"São Francisco de Paula",-29.4480991363525,-50.5835990905762,2014,08,
123,specieslink,"Hygrophila costata Nees","Korte, A.",Perequê.,Brasil,"Santa Catarina","Porto Belo",-27.18,-48.6,2011,03,22
124,specieslink,"Hygrophila costata Nees","Kegler, A.","Forqueta - São José",Brasil,"Rio Grande do Sul","Caxias do Sul",-29.1681003570557,-51.1794013977051,1999,05,
125,specieslink,"Hygrophila costata Nees","Ferreira, CAC","Rio Uatumã, llha do Bacural., Rio Uatumã, ao longo do rio, margem direita, lha do Bacural",Brasil,Amazonas,Itapiranga,-2.74889,-58.0219,,,
126,specieslink,"Hygrophila costata Nees","Thaisa Sales Vilar","Fercal - Propriedade privada.",Brasil,DF,BRASILIA,-15.511388,-47.959722,,,
127,specieslink,"Hygrophila costata Nees","Rambo, B.","Vila Manresa",Brasil,RS,"Porto Alegre",-30.0331001281738,-51.2299995422363,2014,08,
128,specieslink,"Hygrophila costata Nees","Schwirkowski, P.","Sertãozinho - Propriedade de Leonardo Pilz",Brasil,"Santa Catarina","São Bento do Sul",-26.31941,-49.371093,2014,12,26
129,specieslink,"Hygrophila costata Nees","Pedralli, G- Oliveira, VL- Carvalho",,Brazil,"Minas Gerais",Capelinha,-17.6914005279541,-42.5158004760742,1989,07,
130,specieslink,"Hygrophila costata Nees & T. Nees","* BARTOLOMEU",Mongagua-,Brazil,"São Paulo",,,,,,
131,specieslink,"Hygrophila costata Nees","Hagelund, K","Granja Sodol",Brasil,RS,Giruá,-28.028299331665,-54.3497009277344,2014,08,
132,specieslink,"Hygrophila costata Nees","Rambo, B.","Santa Rita",Brasil,RS,Farroupilha,-29.2250003814697,-51.3478012084961,2014,08,
133,specieslink,"Hygrophila costata Nees","Bresolin, A","Rio Vermelho, próximo ao camping",Brasil,SC,Florianópolis,-27.596700668335,-48.5491981506348,2014,08,
134,specieslink,"Hygrophila costata Nees & T. Nees","M. J. N. Rodal- A. M. da Silva","Estação Ecológica de Tapacurá",Brasil,Pernambuco,"São Lourenço da Mata",-8.011111,-34.950278,2004,05,06
135,specieslink,"Hygrophila costata Nees","Rambo, B.","Vila Oliva",Brasil,RS,"Caxias do Sul",-29.1681003570557,-51.1794013977051,2014,08,
136,specieslink,"Hygrophila costata Nees","Stevens, WD- Krukoff, BA","Road from Río Blanco to Río Copalar.",Nicaragua,Zelaya,,,,1981,,
137,specieslink,"Hygrophila costata Nees","Hagelund, K","Linha Araripe",Brasil,RS,Gramado,-29.3785991668701,-50.8739013671875,2014,08,
138,specieslink,"Hygrophila costata Nees","R. M. Klein",Cunhas,Brasil,SC,Itajaí,-26.9078006744385,-48.6618995666504,2014,08,
139,specieslink,"Hygrophila costata Nees","Kinupp, VF- Florístico 2003/, Alunos Inv","Fazenda XaFri Boqueirão",Brasil,RS,"Encruzilhada do Sul",-30.5438995361328,-52.521900177002,2014,08,
140,specieslink,"Hygrophila costata (Spreng.) Lindau","Gottsberger, I.","Divisa de Itatinga e Botucatu, aleste de Botucatu - 25 km, estrada para Castelo Branco",Brasil,"São Paulo",Botucatu,-22.8799991607666,-48.439998626709,,,
141,specieslink,"Hygrophila costata Nees","Hatschbach, G- Guimarães, O","Córrego Maria do Carmo",Brazil,"Mato Grosso",Aquidauana,,,1970,,
142,specieslink,"Hygrophila costata Nees",Glaziou,,Brasil,"Rio de Janeiro",Petrópolis,-22.5049991607666,-43.1786003112793,,,
143,specieslink,"Hygrophila costata",,"área do Museu de Biologia Mello Leitão",Brasil,"Espírito Santo","Santa Teresa",-19.9356002807617,-40.6002998352051,,,
144,specieslink,"Hygrophila costata Nees","Rambo, B.",Guaíba,Brasil,RS,"Porto Alegre",-30.0331001281738,-51.2299995422363,2014,08,
145,specieslink,"Hygrophila costata Nees","Fonseca, W.O.","Fazenda Sete Brejos- Córrego sob a ponte",Brasil,Bahia,"Muniz Ferreira",-13.020667,-39.126444,,,
146,specieslink,"Hygrophila costata Nees","Santos, TS- Mattos Santos, LA","Rodovia para Ubaitaba.",Brazil,Bahia,Itacaré,-14.2775001525879,-38.9967002868652,1981,,
147,specieslink,"Hygrophila costata Nees","Rambo, B.","Vila Oliva",Brasil,RS,"Caxias do Sul",-29.1681003570557,-51.1794013977051,2014,08,
148,specieslink,"Hygrophila costata Nees","Rambo, B.",Taimbezinho,Brasil,RS,"São Francisco de Paula",-29.4480991363525,-50.5835990905762,2014,08,
